image_path,label,label_name,set_type
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image463.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease267.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng035.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf110.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease053.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot021.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image148.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image136.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng024.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image174.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image286.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot287.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease593.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf208.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image581.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf574.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image188.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image275.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease446.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1444.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf396.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image350.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image964.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image022.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut079.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image138.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image072.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot073.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease264.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease505.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot304.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image890.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot183.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1001.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1235.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf293.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng082.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image151.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot313.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image046.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image471.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot028.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image744.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image106.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image472.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image421.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image109.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1052.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease093.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image223.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf962.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut137.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image415.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut075.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image849.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease645.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng282.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot196.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image359.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease033.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf379.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image839.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf587.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image091.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot107.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image092.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf393.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image392.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image196.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut249.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf282.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot155.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut133.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf267.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf764.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image689.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1237.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image528.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image645.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image682.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut197.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image201.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot424.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease544.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf834.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf974.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf291.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image409.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot316.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf128.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf859.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf370.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image182.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image710.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image308.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image431.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot538.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot022.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng102.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng297.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot057.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot585.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease051.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1039.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image471.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image899.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image177.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1517.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image859.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image239.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf099.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf249.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease575.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image037.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image220.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot589.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf676.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng285.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf299.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng265.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image182.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut286.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1381.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf954.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng085.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1157.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut073.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf154.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf374.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf648.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image233.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease407.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease311.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot503.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image386.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1701.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1001.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng229.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image008.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image143.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot496.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease396.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image143.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image241.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image208.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1144.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image796.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf867.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf484.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease297.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf482.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1309.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease120.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image274.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng013.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image270.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1299.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf269.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf211.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image259.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot378.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot236.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf836.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image978.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf072.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1018.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf120.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf415.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf162.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image821.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image432.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image345.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image069.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot564.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng174.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image264.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf319.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease326.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image423.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image988.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image453.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut064.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image078.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1170.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf729.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image190.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1559.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease298.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease422.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf280.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image090.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng002.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot070.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot521.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image894.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot030.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf220.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut276.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image009.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf344.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image414.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease017.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng280.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image102.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease204.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut099.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image238.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf658.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image550.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image561.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1017.jpg,7,Yellow Leaf,train
